,class
9495,dog
9496,dog
9497,cat
9498,cat
9499,cat
9500,dog
9501,cat
9502,dog
9503,dog
9504,dog
9505,cat
9506,cat
9507,cat
9508,cat
9509,dog
9510,dog
9511,dog
9512,dog
9513,dog
9514,dog
9515,cat
9516,cat
9517,cat
9518,cat
9519,cat
9520,dog
9521,dog
9522,cat
9523,dog
9524,dog
9525,dog
9526,cat
9527,dog
9528,cat
9529,dog
9530,cat
9531,cat
9532,dog
9533,dog
9534,dog
9535,cat
9536,dog
9537,cat
9538,dog
9539,dog
9540,dog
9541,dog
9542,cat
9543,dog
9544,cat
9545,dog
9546,cat
9547,cat
9548,dog
9549,dog
9550,cat
9551,dog
9552,cat
9553,cat
9554,dog
9555,dog
9556,dog
9557,cat
9558,dog
9559,dog
9560,cat
9561,dog
9562,dog
9563,cat
9564,cat
9565,cat
9566,cat
9567,dog
9568,dog
9569,cat
9570,cat
9571,dog
9572,cat
9573,cat
9574,dog
9575,dog
9576,cat
9577,cat
9578,dog
9579,dog
9580,cat
9581,dog
9582,dog
9583,dog
9584,cat
9585,dog
9586,dog
9587,cat
9588,cat
9589,dog
9590,dog
9591,dog
9592,cat
9593,dog
9594,cat
9595,cat
9596,cat
9597,cat
9598,cat
9599,cat
9600,dog
9601,cat
9602,cat
9603,dog
9604,cat
9605,dog
9606,dog
9607,cat
9608,dog
9609,cat
9610,cat
9611,dog
9612,dog
9613,dog
9614,dog
9615,dog
9616,cat
9617,dog
9618,dog
9619,dog
9620,cat
9621,dog
9622,dog
9623,cat
9624,cat
9625,dog
9626,dog
9627,cat
9628,cat
9629,dog
9630,cat
9631,dog
9632,cat
9633,cat
9634,cat
9635,cat
9636,dog
9637,dog
9638,dog
9639,dog
9640,dog
9641,cat
9642,cat
9643,dog
9644,dog
9645,cat
9646,cat
9647,cat
9648,dog
9649,dog
9650,cat
9651,cat
9652,dog
9653,dog
9654,dog
9655,cat
9656,cat
9657,dog
9658,cat
9659,dog
9660,cat
9661,cat
9662,dog
9663,cat
9664,dog
9665,dog
9666,cat
9667,dog
9668,dog
9669,dog
9670,dog
9671,cat
9672,dog
9673,dog
9674,dog
9675,dog
9676,cat
9677,dog
9678,dog
9679,cat
9680,dog
9681,cat
9682,dog
9683,dog
9684,dog
9685,dog
9686,dog
9687,cat
9688,dog
9689,dog
9690,dog
9691,dog
9692,dog
9693,dog
9694,cat
9695,dog
9696,dog
9697,cat
9698,cat
9699,cat
9700,cat
9701,dog
9702,cat
9703,dog
9704,dog
9705,cat
9706,cat
9707,dog
9708,cat
9709,cat
9710,cat
9711,cat
9712,dog
9713,cat
9714,dog
9715,cat
9716,dog
9717,dog
9718,dog
9719,cat
9720,cat
9721,cat
9722,dog
9723,cat
9724,cat
9725,dog
9726,dog
9727,cat
9728,dog
9729,dog
9730,dog
9731,dog
9732,dog
9733,dog
9734,cat
9735,dog
9736,cat
9737,dog
9738,cat
9739,cat
9740,cat
9741,cat
9742,cat
9743,dog
9744,dog
9745,dog
9746,dog
9747,dog
9748,dog
9749,dog
9750,cat
9751,dog
9752,dog
9753,dog
9754,dog
9755,cat
9756,dog
9757,dog
9758,dog
9759,dog
9760,dog
9761,cat
9762,cat
9763,dog
9764,cat
9765,dog
9766,dog
9767,dog
9768,dog
9769,cat
9770,cat
9771,dog
9772,dog
9773,dog
9774,dog
9775,cat
9776,dog
9777,dog
9778,dog
9779,cat
9780,cat
9781,dog
9782,dog
9783,dog
9784,dog
9785,dog
9786,dog
9787,cat
9788,dog
9789,dog
9790,dog
9791,cat
9792,dog
9793,cat
9794,dog
9795,dog
9796,dog
9797,cat
9798,cat
9799,dog
9800,cat
9801,dog
9802,dog
9803,cat
9804,cat
9805,dog
9806,cat
9807,dog
9808,cat
9809,dog
9810,dog
9811,cat
9812,dog
9813,cat
9814,dog
9815,cat
9816,dog
9817,cat
9818,dog
9819,dog
9820,cat
9821,dog
9822,cat
9823,cat
9824,cat
9825,cat
9826,dog
9827,dog
9828,cat
9829,dog
9830,dog
9831,dog
9832,dog
9833,cat
9834,dog
9835,dog
9836,dog
9837,cat
9838,dog
9839,cat
9840,dog
9841,cat
9842,dog
9843,dog
9844,cat
9845,dog
9846,dog
9847,dog
9848,cat
9849,cat
9850,dog
9851,dog
9852,cat
9853,dog
9854,dog
9855,cat
9856,cat
9857,cat
9858,cat
9859,dog
9860,cat
9861,dog
9862,dog
9863,cat
9864,dog
9865,cat
9866,dog
9867,dog
9868,dog
9869,dog
9870,cat
9871,dog
9872,cat
9873,cat
9874,dog
9875,dog
9876,dog
9877,dog
9878,cat
9879,cat
9880,cat
9881,cat
9882,dog
9883,dog
9884,dog
9885,cat
9886,dog
9887,dog
9888,dog
9889,dog
9890,cat
9891,dog
9892,cat
9893,dog
9894,dog
9895,cat
9896,dog
9897,cat
9898,cat
9899,cat
9900,dog
9901,dog
9902,dog
9903,dog
9904,cat
9905,dog
9906,dog
9907,dog
9908,dog
9909,dog
9910,dog
9911,dog
9912,cat
9913,dog
9914,cat
9915,dog
9916,cat
9917,cat
9918,dog
9919,cat
9920,dog
9921,dog
9922,dog
9923,cat
9924,dog
9925,dog
9926,dog
9927,dog
9928,dog
9929,dog
9930,dog
9931,cat
9932,cat
9933,cat
9934,dog
9935,dog
9936,cat
9937,dog
9938,cat
9939,cat
9940,dog
9941,dog
9942,dog
9943,cat
9944,cat
9945,cat
9946,dog
9947,dog
9948,dog
9949,cat
9950,cat
9951,cat
9952,dog
9953,dog
9954,cat
9955,cat
9956,dog
9957,cat
9958,dog
9959,cat
9960,dog
9961,cat
9962,cat
9963,cat
9964,dog
9965,dog
9966,dog
9967,cat
9968,dog
9969,cat
9970,dog
9971,cat
9972,cat
9973,dog
9974,cat
9975,cat
9976,cat
9977,cat
9978,cat
9979,cat
9980,cat
9981,cat
9982,cat
9983,dog
9984,cat
9985,dog
9986,dog
9987,dog
9988,dog
9989,dog
9990,cat
9991,dog
9992,cat
9993,dog
9994,cat
9995,cat
9996,cat
9997,dog
9998,cat
9999,dog
10000,dog
10001,cat
10002,dog
10003,cat
10004,dog
10005,dog
10006,cat
10007,cat
10008,cat
10009,dog
10010,cat
10011,dog
10012,cat
10013,cat
10014,dog
10015,cat
10016,dog
10017,cat
10018,dog
10019,dog
10020,dog
10021,cat
10022,cat
10023,dog
10024,dog
10025,cat
10026,cat
10027,dog
10028,cat
10029,cat
10030,dog
10031,dog
10032,dog
10033,cat
10034,cat
10035,dog
10036,dog
10037,dog
10038,dog
10039,dog
10040,cat
10041,dog
10042,dog
10043,cat
10044,dog
10045,dog
10046,dog
10047,dog
10048,dog
10049,cat
10050,cat
10051,cat
10052,cat
10053,cat
10054,dog
10055,dog
10056,dog
10057,dog
10058,dog
10059,dog
10060,dog
10061,cat
10062,dog
10063,dog
10064,cat
10065,cat
10066,dog
10067,cat
10068,cat
10069,dog
10070,cat
10071,cat
10072,dog
10073,dog
10074,dog
10075,dog
10076,dog
10077,dog
10078,dog
10079,dog
10080,cat
10081,dog
10082,cat
10083,dog
10084,dog
10085,cat
10086,cat
10087,dog
10088,dog
10089,dog
10090,dog
10091,dog
10092,dog
10093,cat
10094,dog
10095,cat
10096,dog
10097,dog
10098,dog
10099,dog
10100,dog
10101,dog
10102,dog
10103,dog
10104,dog
10105,cat
10106,dog
10107,cat
10108,dog
10109,cat
10110,dog
10111,dog
10112,dog
10113,cat
10114,cat
10115,cat
10116,cat
10117,dog
10118,cat
10119,cat
10120,dog
10121,dog
10122,cat
10123,cat
10124,dog
10125,dog
10126,dog
10127,cat
10128,dog
10129,cat
10130,cat
10131,dog
10132,cat
10133,cat
10134,dog
10135,cat
10136,dog
10137,dog
10138,dog
10139,dog
10140,dog
10141,dog
10142,cat
10143,dog
10144,cat
10145,cat
10146,dog
10147,dog
10148,dog
10149,dog
10150,cat
10151,cat
10152,dog
10153,cat
10154,cat
10155,cat
10156,cat
10157,dog
10158,cat
10159,cat
10160,dog
10161,dog
10162,dog
10163,cat
10164,dog
10165,dog
10166,dog
10167,cat
10168,cat
10169,dog
10170,dog
10171,dog
10172,dog
10173,dog
10174,cat
10175,cat
10176,dog
10177,dog
10178,cat
10179,dog
10180,dog
10181,cat
10182,dog
10183,dog
10184,dog
10185,dog
10186,cat
10187,dog
10188,cat
10189,dog
10190,cat
10191,dog
10192,dog
10193,dog
10194,dog
10195,dog
10196,cat
10197,dog
10198,cat
10199,cat
10200,dog
10201,dog
10202,dog
10203,cat
10204,cat
10205,dog
10206,dog
10207,dog
10208,dog
10209,cat
10210,dog
10211,dog
10212,dog
10213,dog
10214,cat
10215,cat
10216,dog
10217,cat
10218,dog
10219,dog
10220,dog
10221,dog
10222,cat
10223,dog
10224,cat
10225,cat
10226,cat
10227,dog
10228,cat
10229,cat
10230,cat
10231,dog
10232,cat
10233,cat
10234,dog
10235,dog
10236,dog
10237,cat
10238,cat
10239,dog
10240,dog
10241,cat
10242,cat
10243,dog
10244,cat
10245,dog
10246,dog
10247,cat
10248,cat
10249,dog
10250,cat
10251,cat
10252,dog
10253,cat
10254,dog
10255,cat
10256,cat
10257,dog
10258,cat
10259,dog
10260,dog
10261,cat
10262,cat
10263,cat
10264,dog
10265,cat
10266,dog
10267,dog
10268,cat
10269,dog
10270,cat
10271,cat
10272,dog
10273,cat
10274,dog
10275,cat
10276,cat
10277,dog
10278,cat
10279,dog
10280,cat
10281,dog
10282,dog
10283,cat
10284,cat
10285,dog
10286,cat
10287,dog
10288,cat
10289,cat
10290,dog
10291,cat
10292,cat
10293,dog
10294,dog
10295,dog
10296,cat
10297,dog
10298,dog
10299,dog
10300,cat
10301,dog
10302,dog
10303,cat
10304,cat
10305,dog
10306,cat
10307,dog
10308,dog
10309,cat
10310,cat
10311,cat
10312,dog
10313,cat
10314,cat
10315,cat
10316,dog
10317,dog
10318,dog
10319,cat
10320,cat
10321,dog
10322,dog
10323,cat
10324,cat
10325,cat
10326,cat
10327,cat
10328,cat
10329,dog
10330,cat
10331,dog
10332,cat
10333,cat
10334,dog
10335,dog
10336,cat
10337,cat
10338,dog
10339,cat
10340,cat
10341,dog
10342,dog
10343,dog
10344,dog
10345,dog
10346,cat
10347,dog
10348,cat
10349,dog
10350,cat
10351,cat
10352,dog
10353,dog
10354,dog
10355,dog
10356,cat
10357,cat
10358,dog
10359,cat
10360,cat
10361,dog
10362,dog
10363,cat
10364,dog
10365,dog
10366,dog
10367,dog
10368,cat
10369,dog
10370,dog
10371,cat
10372,dog
10373,dog
10374,dog
10375,cat
10376,dog
10377,cat
10378,dog
10379,cat
10380,dog
10381,cat
10382,dog
10383,dog
10384,dog
10385,dog
10386,cat
10387,dog
10388,cat
10389,dog
10390,cat
10391,dog
10392,dog
10393,cat
10394,cat
10395,dog
10396,dog
10397,dog
10398,cat
10399,cat
10400,cat
10401,dog
10402,cat
10403,cat
10404,dog
10405,cat
10406,cat
10407,dog
10408,dog
10409,cat
10410,cat
10411,dog
10412,dog
10413,cat
10414,dog
10415,cat
10416,dog
10417,dog
10418,dog
10419,dog
10420,cat
10421,dog
10422,dog
10423,cat
10424,cat
10425,cat
10426,cat
10427,dog
10428,cat
10429,cat
10430,cat
10431,cat
10432,dog
10433,dog
10434,cat
10435,cat
10436,cat
10437,dog
10438,cat
10439,dog
10440,dog
10441,cat
10442,dog
10443,cat
10444,dog
10445,dog
10446,cat
10447,dog
10448,dog
10449,cat
10450,cat
10451,dog
10452,cat
10453,dog
10454,dog
10455,dog
10456,dog
10457,dog
10458,dog
10459,dog
10460,cat
10461,dog
10462,cat
10463,dog
10464,dog
10465,dog
10466,cat
10467,cat
10468,dog
10469,dog
10470,dog
10471,dog
10472,cat
10473,cat
10474,dog
10475,cat
10476,cat
10477,dog
10478,cat
10479,dog
10480,cat
10481,dog
10482,cat
10483,dog
10484,dog
10485,cat
10486,dog
10487,cat
10488,dog
10489,cat
10490,cat
10491,cat
10492,cat
10493,cat
10494,cat
10495,dog
10496,cat
10497,cat
10498,cat
10499,dog
10500,dog
10501,dog
10502,dog
10503,cat
10504,dog
10505,dog
10506,cat
10507,cat
10508,cat
10509,dog
10510,dog
10511,dog
10512,dog
10513,cat
10514,dog
10515,cat
10516,cat
10517,dog
10518,cat
10519,cat
10520,dog
10521,dog
10522,cat
10523,cat
10524,dog
10525,cat
10526,cat
10527,dog
10528,cat
10529,dog
10530,dog
10531,cat
10532,cat
10533,dog
10534,dog
10535,dog
10536,dog
10537,dog
10538,cat
10539,cat
10540,cat
10541,dog
10542,dog
10543,dog
10544,cat
10545,dog
10546,cat
10547,cat
10548,dog
10549,cat
10550,dog
10551,dog
10552,dog
10553,cat
10554,dog
10555,cat
10556,dog
10557,dog
10558,cat
10559,dog
10560,dog
10561,cat
10562,cat
10563,cat
10564,cat
10565,dog
10566,dog
10567,dog
10568,dog
10569,dog
10570,cat
10571,dog
10572,cat
10573,dog
10574,dog
10575,dog
10576,dog
10577,dog
10578,cat
10579,dog
10580,cat
10581,cat
10582,dog
10583,cat
10584,cat
10585,cat
10586,dog
10587,dog
10588,cat
10589,dog
10590,cat
10591,dog
10592,dog
10593,dog
10594,dog
10595,dog
10596,dog
10597,dog
10598,dog
10599,dog
10600,dog
10601,cat
10602,dog
10603,cat
10604,cat
10605,dog
10606,cat
10607,cat
10608,cat
10609,cat
10610,cat
10611,dog
10612,cat
10613,dog
10614,cat
10615,cat
10616,dog
10617,cat
10618,dog
10619,dog
10620,dog
10621,dog
10622,cat
10623,cat
10624,dog
10625,cat
10626,dog
10627,cat
10628,cat
10629,dog
10630,cat
10631,cat
10632,dog
10633,cat
10634,cat
10635,dog
10636,dog
10637,dog
10638,dog
10639,dog
10640,dog
10641,dog
10642,cat
10643,dog
10644,dog
10645,cat
10646,cat
10647,dog
10648,cat
10649,dog
10650,dog
10651,dog
10652,cat
10653,dog
10654,cat
10655,dog
10656,cat
10657,dog
10658,dog
10659,cat
10660,dog
10661,dog
10662,dog
10663,dog
10664,dog
10665,dog
10666,dog
10667,cat
10668,dog
10669,dog
10670,dog
10671,cat
10672,cat
10673,cat
10674,cat
10675,dog
10676,cat
10677,dog
10678,cat
10679,cat
10680,cat
10681,dog
10682,dog
10683,dog
10684,dog
10685,dog
10686,dog
10687,dog
10688,cat
10689,cat
10690,dog
10691,dog
10692,cat
10693,cat
10694,dog
10695,cat
10696,cat
10697,cat
10698,cat
10699,cat
10700,dog
10701,dog
10702,cat
10703,dog
10704,cat
10705,dog
10706,cat
10707,dog
10708,dog
10709,cat
10710,cat
10711,dog
10712,dog
10713,dog
10714,cat
10715,cat
10716,dog
10717,cat
10718,dog
10719,dog
10720,dog
10721,cat
10722,dog
10723,dog
10724,cat
10725,cat
10726,cat
10727,cat
10728,cat
10729,dog
10730,cat
10731,cat
10732,cat
10733,dog
10734,cat
10735,cat
10736,cat
10737,dog
10738,dog
10739,dog
10740,cat
10741,dog
10742,dog
10743,dog
10744,cat
10745,cat
10746,dog
10747,dog
10748,cat
10749,cat
10750,dog
10751,cat
10752,dog
10753,cat
10754,cat
10755,dog
10756,dog
10757,dog
10758,cat
10759,dog
10760,cat
10761,cat
10762,dog
10763,dog
10764,cat
10765,cat
10766,cat
10767,dog
10768,dog
10769,dog
10770,dog
10771,dog
10772,dog
10773,cat
10774,dog
10775,dog
10776,cat
10777,cat
10778,dog
10779,dog
10780,dog
10781,dog
10782,dog
10783,cat
10784,cat
10785,cat
10786,cat
10787,cat
10788,dog
10789,dog
10790,cat
10791,dog
10792,dog
10793,dog
10794,dog
10795,dog
10796,dog
10797,cat
10798,cat
10799,dog
10800,cat
10801,cat
10802,dog
10803,dog
10804,dog
10805,cat
10806,cat
10807,cat
10808,cat
10809,dog
10810,cat
10811,dog
10812,dog
10813,dog
10814,cat
10815,dog
10816,cat
10817,dog
10818,cat
10819,dog
10820,dog
10821,cat
10822,dog
10823,dog
10824,cat
10825,cat
10826,dog
10827,cat
10828,cat
10829,cat
10830,cat
10831,cat
10832,dog
10833,cat
10834,cat
10835,dog
10836,dog
10837,cat
10838,dog
10839,cat
10840,dog
10841,cat
10842,dog
10843,cat
10844,cat
10845,cat
10846,cat
10847,dog
10848,dog
10849,cat
10850,cat
10851,cat
10852,cat
10853,dog
10854,cat
10855,cat
10856,dog
10857,dog
10858,cat
10859,cat
10860,dog
10861,cat
10862,cat
10863,dog
10864,dog
10865,cat
10866,dog
10867,dog
10868,cat
10869,dog
10870,cat
10871,cat
10872,dog
10873,cat
10874,dog
10875,cat
10876,cat
10877,dog
10878,dog
10879,dog
10880,dog
10881,dog
10882,dog
10883,dog
10884,dog
10885,dog
10886,dog
10887,cat
10888,dog
10889,cat
10890,cat
10891,cat
10892,dog
10893,cat
10894,cat
10895,cat
10896,cat
10897,cat
10898,dog
10899,dog
10900,cat
10901,dog
10902,cat
10903,dog
10904,dog
10905,cat
10906,cat
10907,dog
10908,dog
10909,cat
10910,cat
10911,cat
10912,dog
10913,dog
10914,cat
10915,cat
10916,dog
10917,cat
10918,cat
10919,dog
10920,cat
10921,dog
10922,cat
10923,dog
10924,dog
10925,cat
10926,dog
10927,cat
10928,dog
10929,cat
10930,dog
10931,cat
10932,cat
10933,dog
10934,dog
10935,cat
10936,dog
10937,cat
10938,dog
10939,cat
10940,cat
10941,dog
10942,dog
10943,cat
10944,cat
10945,dog
10946,cat
10947,cat
10948,dog
10949,dog
10950,dog
10951,dog
10952,cat
10953,cat
10954,dog
10955,cat
10956,cat
10957,dog
10958,dog
10959,dog
10960,dog
10961,cat
10962,dog
10963,cat
10964,dog
10965,cat
10966,cat
10967,cat
10968,cat
10969,dog
10970,dog
10971,dog
10972,dog
10973,dog
10974,cat
10975,cat
10976,cat
10977,cat
10978,dog
10979,cat
10980,cat
10981,dog
10982,dog
10983,dog
10984,dog
10985,dog
10986,dog
10987,dog
10988,dog
10989,dog
10990,cat
10991,dog
10992,dog
10993,cat
10994,dog
10995,cat
10996,cat
10997,dog
10998,dog
10999,cat
11000,dog
11001,cat
11002,dog
11003,cat
11004,dog
11005,cat
11006,dog
11007,dog
11008,dog
11009,cat
11010,dog
11011,cat
11012,cat
11013,dog
11014,cat
11015,dog
11016,cat
11017,dog
11018,dog
11019,cat
11020,dog
11021,cat
11022,dog
11023,dog
11024,cat
11025,cat
11026,dog
11027,dog
11028,cat
11029,dog
11030,dog
11031,dog
11032,dog
11033,cat
11034,cat
11035,cat
11036,cat
11037,cat
11038,cat
11039,dog
11040,cat
11041,cat
11042,dog
11043,cat
11044,dog
11045,cat
11046,dog
11047,cat
11048,dog
11049,cat
11050,dog
11051,dog
11052,dog
11053,dog
11054,dog
11055,cat
11056,dog
11057,dog
11058,dog
11059,dog
11060,cat
11061,cat
11062,dog
11063,dog
11064,cat
11065,dog
11066,dog
11067,dog
11068,dog
11069,dog
11070,cat
11071,cat
11072,dog
11073,dog
11074,cat
11075,dog
11076,cat
11077,cat
11078,cat
11079,dog
11080,dog
11081,cat
11082,dog
11083,dog
11084,cat
11085,cat
11086,dog
11087,cat
11088,cat
11089,dog
11090,dog
11091,dog
11092,cat
11093,cat
11094,dog
11095,dog
11096,cat
11097,cat
11098,dog
11099,cat
11100,dog
11101,dog
11102,dog
11103,dog
11104,cat
11105,dog
11106,dog
11107,cat
11108,dog
11109,dog
11110,cat
11111,cat
11112,cat
11113,dog
11114,cat
11115,cat
11116,cat
11117,cat
11118,cat
11119,dog
11120,cat
11121,cat
11122,dog
11123,dog
11124,dog
11125,cat
11126,cat
11127,dog
11128,dog
11129,cat
11130,cat
11131,cat
11132,dog
11133,dog
11134,dog
11135,cat
11136,cat
11137,dog
11138,cat
11139,cat
11140,dog
11141,dog
11142,dog
11143,cat
11144,dog
11145,dog
11146,dog
11147,cat
11148,cat
11149,dog
11150,cat
11151,dog
11152,cat
11153,dog
11154,cat
11155,dog
11156,dog
11157,dog
11158,cat
11159,dog
11160,dog
11161,dog
11162,dog
11163,cat
11164,dog
11165,dog
11166,dog
11167,dog
11168,dog
11169,cat
11170,dog
11171,dog
11172,dog
11173,cat
11174,dog
11175,cat
11176,cat
11177,dog
11178,cat
11179,dog
11180,cat
11181,cat
11182,dog
11183,cat
11184,cat
11185,cat
11186,cat
11187,dog
11188,dog
11189,dog
11190,dog
11191,dog
11192,cat
11193,dog
11194,dog
11195,dog
11196,cat
11197,cat
11198,cat
11199,dog
11200,dog
11201,dog
11202,dog
11203,cat
11204,dog
11205,cat
11206,dog
11207,cat
11208,dog
11209,cat
11210,dog
11211,dog
11212,dog
11213,dog
11214,cat
11215,cat
11216,dog
11217,cat
11218,cat
11219,cat
11220,dog
11221,dog
11222,dog
11223,dog
11224,dog
11225,dog
11226,cat
11227,cat
11228,cat
11229,dog
11230,dog
11231,cat
11232,dog
11233,cat
11234,dog
11235,cat
11236,dog
11237,dog
11238,dog
11239,dog
11240,dog
11241,dog
11242,cat
11243,dog
11244,cat
11245,dog
11246,dog
11247,dog
11248,dog
11249,cat
11250,dog
11251,dog
11252,cat
11253,cat
11254,dog
11255,dog
11256,dog
11257,cat
11258,dog
11259,dog
11260,dog
11261,dog
11262,dog
11263,cat
11264,cat
11265,cat
11266,dog
11267,dog
11268,cat
11269,dog
11270,dog
11271,dog
11272,cat
11273,cat
11274,cat
11275,cat
11276,dog
11277,dog
11278,cat
11279,cat
11280,cat
11281,cat
11282,dog
11283,dog
11284,dog
11285,cat
11286,cat
11287,cat
11288,dog
11289,cat
11290,cat
11291,dog
11292,cat
11293,cat
11294,cat
11295,dog
11296,cat
11297,cat
11298,cat
11299,dog
11300,cat
11301,dog
11302,cat
11303,dog
11304,cat
11305,cat
11306,dog
11307,dog
11308,cat
11309,cat
11310,dog
11311,cat
11312,cat
11313,dog
11314,cat
11315,cat
11316,cat
11317,dog
11318,cat
11319,dog
11320,dog
11321,cat
11322,dog
11323,dog
11324,cat
11325,cat
11326,cat
11327,cat
11328,cat
11329,dog
11330,dog
11331,cat
11332,dog
11333,dog
11334,dog
11335,dog
11336,dog
11337,cat
11338,dog
11339,dog
11340,cat
11341,dog
11342,cat
11343,cat
11344,dog
11345,dog
11346,cat
11347,dog
11348,dog
11349,cat
11350,dog
11351,cat
11352,dog
11353,dog
11354,dog
11355,dog
11356,dog
11357,cat
11358,dog
11359,cat
11360,cat
11361,dog
11362,dog
11363,dog
11364,dog
11365,dog
11366,cat
11367,cat
11368,cat
11369,dog
11370,dog
11371,dog
11372,dog
11373,dog
11374,dog
11375,dog
11376,dog
11377,dog
11378,dog
11379,dog
11380,cat
11381,dog
11382,dog
11383,dog
11384,cat
11385,dog
11386,cat
11387,cat
11388,cat
11389,dog
11390,cat
11391,cat
11392,dog
11393,dog
11394,dog
11395,cat
11396,dog
11397,dog
11398,dog
11399,dog
11400,dog
11401,cat
11402,dog
11403,dog
11404,cat
11405,cat
11406,cat
11407,dog
11408,dog
11409,cat
11410,cat
11411,dog
11412,cat
11413,cat
11414,cat
11415,cat
11416,dog
11417,dog
11418,dog
11419,cat
11420,dog
11421,dog
11422,dog
11423,cat
11424,dog
11425,dog
11426,dog
11427,dog
11428,cat
11429,cat
11430,cat
11431,dog
11432,dog
11433,cat
11434,dog
11435,dog
11436,dog
11437,dog
11438,cat
11439,dog
11440,cat
11441,dog
11442,dog
11443,dog
11444,cat
11445,cat
11446,cat
11447,dog
11448,dog
11449,dog
11450,cat
11451,cat
11452,dog
11453,dog
11454,cat
11455,dog
11456,dog
11457,dog
11458,dog
11459,dog
11460,dog
11461,dog
11462,dog
11463,dog
11464,dog
11465,dog
11466,dog
11467,cat
11468,dog
11469,dog
11470,dog
11471,dog
11472,dog
11473,dog
11474,cat
11475,dog
11476,dog
11477,cat
11478,dog
11479,dog
11480,dog
11481,dog
11482,cat
11483,dog
11484,dog
11485,dog
11486,dog
11487,dog
11488,cat
11489,dog
11490,cat
11491,dog
11492,cat
11493,cat
11494,cat
11495,dog
11496,cat
11497,cat
11498,cat
11499,cat
11500,cat
11501,dog
11502,cat
11503,cat
11504,dog
11505,dog
11506,dog
11507,cat
11508,dog
11509,cat
11510,dog
11511,dog
11512,dog
11513,cat
11514,cat
11515,cat
11516,dog
11517,cat
11518,cat
11519,cat
11520,dog
11521,dog
11522,cat
11523,dog
11524,dog
11525,dog
11526,cat
11527,dog
11528,cat
11529,dog
11530,cat
11531,dog
11532,cat
11533,dog
11534,dog
11535,dog
11536,dog
11537,cat
11538,cat
11539,dog
11540,dog
11541,dog
11542,dog
11543,dog
11544,cat
11545,dog
11546,dog
11547,dog
11548,dog
11549,cat
11550,dog
11551,dog
11552,dog
11553,cat
11554,dog
11555,cat
11556,dog
11557,cat
11558,cat
11559,cat
11560,dog
11561,cat
11562,dog
11563,dog
11564,dog
11565,cat
11566,dog
11567,dog
11568,cat
11569,dog
11570,cat
11571,dog
11572,dog
11573,cat
11574,dog
11575,dog
11576,cat
11577,dog
11578,dog
11579,dog
11580,cat
11581,dog
11582,dog
11583,dog
11584,dog
11585,dog
11586,dog
11587,dog
11588,dog
11589,cat
11590,dog
11591,dog
11592,cat
11593,cat
11594,dog
11595,cat
11596,dog
11597,dog
11598,cat
11599,dog
11600,dog
11601,dog
11602,cat
11603,dog
11604,dog
11605,cat
11606,dog
11607,cat
11608,cat
11609,cat
11610,cat
11611,cat
11612,dog
11613,dog
11614,cat
11615,dog
11616,cat
11617,dog
11618,cat
11619,dog
11620,cat
11621,cat
11622,dog
11623,dog
11624,cat
11625,cat
11626,cat
11627,cat
11628,dog
11629,dog
11630,dog
11631,cat
11632,cat
11633,dog
11634,dog
11635,cat
11636,dog
11637,dog
11638,dog
11639,dog
11640,cat
11641,dog
11642,dog
11643,dog
11644,cat
11645,cat
11646,cat
11647,dog
11648,dog
11649,dog
11650,cat
11651,dog
11652,dog
11653,cat
11654,dog
11655,cat
11656,dog
11657,cat
11658,dog
11659,cat
11660,dog
11661,cat
11662,cat
11663,dog
11664,dog
11665,dog
11666,dog
11667,dog
11668,dog
11669,cat
11670,cat
11671,cat
11672,cat
11673,dog
11674,dog
11675,dog
11676,cat
11677,cat
11678,dog
11679,dog
11680,cat
11681,dog
11682,dog
11683,cat
11684,dog
11685,dog
11686,cat
11687,dog
11688,cat
11689,dog
11690,dog
11691,cat
11692,cat
11693,dog
11694,dog
11695,dog
11696,dog
11697,dog
11698,cat
11699,dog
11700,dog
11701,dog
11702,dog
11703,dog
11704,dog
11705,dog
11706,dog
11707,dog
11708,dog
11709,cat
11710,dog
11711,cat
11712,dog
11713,cat
11714,dog
11715,dog
11716,cat
11717,cat
11718,dog
11719,dog
11720,cat
11721,dog
11722,dog
11723,cat
11724,cat
11725,dog
11726,dog
11727,cat
11728,dog
11729,dog
11730,dog
11731,cat
11732,dog
11733,cat
11734,cat
11735,cat
11736,cat
11737,dog
11738,cat
11739,dog
11740,dog
11741,dog
11742,dog
11743,dog
11744,cat
11745,cat
11746,dog
11747,cat
11748,dog
11749,dog
11750,cat
11751,dog
11752,cat
11753,cat
11754,dog
11755,dog
11756,cat
11757,dog
11758,cat
11759,dog
11760,cat
11761,dog
11762,dog
11763,dog
11764,dog
11765,dog
11766,cat
11767,cat
11768,dog
11769,dog
11770,cat
11771,dog
11772,dog
11773,dog
11774,dog
11775,dog
11776,dog
11777,dog
11778,cat
11779,cat
11780,dog
11781,dog
11782,cat
11783,cat
11784,cat
11785,dog
11786,cat
11787,cat
11788,dog
11789,dog
11790,dog
11791,dog
11792,dog
11793,dog
11794,dog
11795,cat
11796,dog
11797,cat
11798,dog
11799,cat
11800,cat
11801,dog
11802,dog
11803,cat
11804,cat
11805,dog
11806,dog
11807,dog
11808,dog
11809,cat
11810,dog
11811,dog
11812,cat
11813,cat
11814,dog
11815,dog
11816,cat
11817,cat
11818,cat
11819,cat
11820,dog
11821,dog
11822,dog
11823,dog
11824,cat
11825,cat
11826,cat
